"x","yhat"
30.04,-0.933383527217413
30.4181,-0.934469819425667
30.7962,-0.935632337587609
31.1743,-0.936694634895615
31.5524,-0.937490276928356
31.9305,-0.93830512530531
32.3086,-0.939193197848767
32.6867,-0.939948836512384
33.0648,-0.940698100154194
33.4429,-0.942263617393409
33.821,-0.944468627427706
34.1991,-0.94705781183364
34.5772,-0.949775852187766
34.9553,-0.952367430066641
35.3334,-0.954577227046819
35.7115,-0.956149924704856
36.0896,-0.956830204617308
36.4677,-0.95636274836073
36.8458,-0.95449276432215
37.2239,-0.951363795101343
37.602,-0.947339405917822
37.9801,-0.942567934716567
38.3582,-0.937197719442559
38.7363,-0.931377098040776
39.1144,-0.925252894705468
39.4925,-0.918585824254521
39.8706,-0.911295453435747
40.2487,-0.903634686106751
40.6268,-0.895856426125137
41.0049,-0.888349319936505
41.383,-0.884186193625807
41.7611,-0.879435759499418
42.1392,-0.873795392215839
42.5173,-0.8692665651761
42.8954,-0.865474593725312
43.2735,-0.862044793208582
43.6516,-0.858602478971019
44.0297,-0.854772966357733
44.4078,-0.850181570713832
44.7859,-0.845509609916196
45.164,-0.841735817260966
45.5421,-0.83853707460051
45.9202,-0.835586182271205
46.2983,-0.83255594060943
46.6764,-0.828964059517507
47.0545,-0.823996068539366
47.4326,-0.817751039621902
47.8107,-0.810430764415655
48.1888,-0.802237034571169
48.5669,-0.793371641738985
48.945,-0.784036377569643
49.3231,-0.774433033713687
49.7012,-0.764763401821657
50.0793,-0.755229273544096
50.4574,-0.746032440531545
50.8355,-0.737374694434546
51.2136,-0.72945782690364
51.5917,-0.722076025751541
51.9698,-0.714323137610734
52.3479,-0.706168716344076
52.726,-0.697628027982797
53.1041,-0.688716338558126
53.4822,-0.679448914101296
53.8603,-0.669841020643535
54.2384,-0.659907924216075
54.6165,-0.649664890850146
54.9946,-0.639127186576979
55.3727,-0.628310077427804
55.7508,-0.617228829433851
56.1289,-0.605898708626351
56.507,-0.594334981036535
56.8851,-0.582552912695633
57.2632,-0.570567769634875
57.6413,-0.558394817885493
58.0194,-0.546049323478716
58.3975,-0.533546552445775
58.7756,-0.5209017708179
59.1537,-0.508130244626323
59.5318,-0.495247239902272
59.9099,-0.48226802267698
60.288,-0.469207858981676
60.6661,-0.456082014847591
61.0442,-0.442905756305956
61.4223,-0.429694349388
61.8004,-0.416463060124955
62.1785,-0.403227154548051
62.5566,-0.390001898688517
62.9347,-0.376802558577587
63.3128,-0.363644400246488
63.6909,-0.350542689726452
64.069,-0.337512693048709
64.4471,-0.32456967624449
64.8252,-0.311728905345025
65.2033,-0.299005646381546
65.5814,-0.286415165385281
65.9595,-0.273972728387463
66.3376,-0.26169360141932
66.7157,-0.249593050512084
67.0938,-0.237686341696986
67.4719,-0.225988741005255
67.85,-0.214515514468123
